更新时间,#genre#
非凡新聞台,http://fm1077.serv00.net/Smart.php?id=feifannews_twn
好消息,http://litv.zapi.us.kg/?id=litv-ftv16
好消息,P2p://generationnexxxt.com:19806/27df9a15c24441bea156f7e4a09bf4e1
好消息,http://litv.zapi.us.kg/4gTV/?id=litv-ftv16
好消息,mitv://generationnexxxt.com:19806/27df9a15c24441bea156f7e4a09bf4e1
好消息,mitv://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
好消息2台,http://litv.zapi.us.kg/?id=litv-ftv17
好消息2台,P2p://generationnexxxt.com:19806/2662fe0a2d7745c6b6991ecf37f0595d
好消息2台,mitv://generationnexxxt.com:19806/2662fe0a2d7745c6b6991ecf37f0595d
好消息2台,mitv://generationnexxxt.com:19806/2b9f20946a6147dfba8f92373fbafee5
大愛一台,http://fm1077.serv00.net/Smart.php?id=daai_twn
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
緯來日本台,http://fm1077.serv00.net/Smart.php?id=videolandjapan
緯來體育台,http://fm1077.serv00.net/Smart.php?id=videolandsport
亞洲旅遊台,http://fm1077.serv00.net/Smart.php?id=asiatravel_twn
亞洲美食,http://fm1077.serv00.net/Smart.php?id=afc_twn
亞洲美食,http://fm1077.serv00.net/Smart.php?id=afc_twn
靖天國際台,https://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天國際台,http://fm1077.serv00.net/Smart.php?id=jingtianintl_twn
靖天戲劇台,https://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天日本台,P2p://generationnexxxt.com:19806/bddc48e81668453491a4172b90fbbe4c
靖天日本台,https://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天日本台,mitv://generationnexxxt.com:19806/bddc48e81668453491a4172b90fbbe4c
靖天日本台,mitv://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
靖天映畫台,https://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天卡通台,P2p://generationnexxxt.com:19806/a09eb68e862e4012840ad543e0bce174
靖天卡通台,http://test.zapi.us.kg/?id=jtkt
靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044
靖天卡通台,mitv://generationnexxxt.com:19806/0e27e5f319264b609ec810e126edf969
靖天卡通台,mitv://generationnexxxt.com:19806/a09eb68e862e4012840ad543e0bce174
靖天卡通台,http://fm1077.serv00.net/Smart.php?id=jingtiancartoon_twn
靖天卡通台,http://fm1077.serv00.net/Smart.php?id=jingtiancartoon_twn
靖天育樂台,https://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天資訊台,https://litv.zapi.us.kg/?id=4gtv-4gtv065
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
靖天電影台,https://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天歡樂台,https://litv.zapi.us.kg/?id=4gtv-4gtv054
龍祥時代,http://fm1077.serv00.net/Smart.php?id=lungxiangtime_twn
龍華偶像,http://fm1077.serv00.net/Smart.php?id=lunghuaidol_twn
龍華戲劇,http://fm1077.serv00.net/Smart.php?id=lunghuaxiju_twn
龍華洋片,http://fm1077.serv00.net/Smart.php?id=lunghuawestern_twn
龍華洋片,http://fm1077.serv00.net/Smart.php?id=lunghuawestern_twn
龍華電影,http://fm1077.serv00.net/Smart.php?id=xingwei_movie
龍華電影,http://fm1077.serv00.net/Smart.php?id=xingwei_movie
龍華偶像台,https://litv.zapi.us.kg/?id=litv-longturn12
龍華卡通台,https://litv.zapi.us.kg/?id=litv-longturn01
龍華戲劇台,https://litv.zapi.us.kg/?id=litv-longturn18
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華日韓台,https://litv.zapi.us.kg/?id=litv-longturn11
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華經典台,https://litv.zapi.us.kg/?id=litv-longturn21
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龍華電影台,https://litv.zapi.us.kg/?id=litv-longturn03
靖洋戲劇台,https://litv.zapi.us.kg/?id=4gtv-4gtv045
探索亞洲,http://fm1077.serv00.net/Smart.php?id=discoverytwn_twn
探索動力,http://fm1077.serv00.net/Smart.php?id=discoveryturbo_twn
國家地理,http://fm1077.serv00.net/Smart.php?id=natgeohd_twn
野生動物,http://fm1077.serv00.net/Smart.php?id=natgeowild_twn
動物星球,http://fm1077.serv00.net/Smart.php?id=animalplanet_twn
時尚,http://fm1077.serv00.net/Smart.php?id=fashiontv_twn
Discovery Asia,mitv://generationnexxxt.com:19806/0720c66375a1460faf32dbc28fece276
Discovery Asia,mitv://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
Discovery HD,http://fm1077.serv00.net/Smart.php?id=discoveryhd_twn
Discovery HD,http://fm1077.serv00.net/Smart.php?id=discoveryhd_twn
愛爾達影劇,http://fm1077.serv00.net/Smart.php?id=eltayingju_twn
愛爾達體育 1,http://fm1077.serv00.net/Smart.php?id=eltasport_twn
愛爾達體育 2,http://fm1077.serv00.net/Smart.php?id=eltasport2_twn
愛爾達體育 3,http://fm1077.serv00.net/Smart.php?id=eltasport3_twn
ELEVEN1,http://211.72.65.236:8566/.m3u8
ELEVEN1,rtmp://220.130.201.73/sat/tv731.flv
ELEVEN1,rtmp://60.248.77.83/sat/tv731
ELEVEN1,rtmp://9hv9.mine.nu/sat/tv731
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731.flv
ELEVEN1,http://211.72.65.236:8566/.m3u8
博斯網球,http://fm1077.serv00.net/Smart.php?id=bositennis_twn
博斯運動1,http://fm1077.serv00.net/Smart.php?id=bosisport1_twn
博斯運動2,http://fm1077.serv00.net/Smart.php?id=bosisport2_twn
博斯高球1,http://litv.zapi.us.kg/?id=litv-longturn05
博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05
博斯高球1,http://fm1077.serv00.net/Smart.php?id=bosigolf1_twn
博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05
博斯高球2,http://litv.zapi.us.kg/?id=litv-longturn06
博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06
博斯高球2,http://fm1077.serv00.net/Smart.php?id=bosigolf2_twn
博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06
博斯運動一台,https://litv.zapi.us.kg/?id=litv-longturn07
博斯運動二台,https://litv.zapi.us.kg/?id=litv-longturn08
博斯無限台,https://litv.zapi.us.kg/?id=litv-longturn10
博斯無限二台,https://litv.zapi.us.kg/?id=litv-longturn13
博斯網球台,https://litv.zapi.us.kg/?id=litv-longturn09
博斯高球二台,P2p://generationnexxxt.com:19806/7054eaf6653040fc835c9db23ce8a086
博斯高球二台,mitv://generationnexxxt.com:19806/7054eaf6653040fc835c9db23ce8a086
博斯高球二台,mitv://generationnexxxt.com:19806/8afa52d0fe0047f8a6d7e51f46697f93
博斯魅力台,https://litv.zapi.us.kg/?id=litv-longturn04
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
美亞電影,p3p://108.181.32.169:19673/642525310003ad3cea72ca2155c734c3
美亞電影,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7
美亞電影,http://fm1077.serv00.net/Smart.php?id=meiyamovie_twn
美亞電影,http://fm1077.serv00.net/Smart.php?id=meiyamovie_twn
美亞電影,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
美亞電影,p3p://108.181.32.169:19673/642525310003ad3cea72ca2155c734c3
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
美亞電影,p3p://108.181.32.169:19673/642525310003ad3cea72ca2155c734c3
美亞電影,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7
BBC World News,P2p://generationnexxxt.com:19806/7fa4771def7c4896b1b9ea7e022f278c
BBC World News,http://test.zapi.us.kg/?id=bbc-world-news
BBC World News,mitv://generationnexxxt.com:19806/c15f2b05ec7a4dadb3dcec0a2176c2c3
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
BBC World News,http://fm1077.serv00.net/Smart.php?id=bbcnews_twn
BBC World News,http://fm1077.serv00.net/Smart.php?id=bbcnews_twn
BBC World News,http://fm1077.serv00.net/Smart.php?id=Bbcnews
BBC World News,http://fm1077.serv00.net/Smart.php?id=bbcnews_twn
BBC World News,http://fm1077.serv00.net/Smart.php?id=bbcworldnews_antik
Bloomberg News,http://fm1077.serv00.net/Smart.php?id=bloomberg_twn
Bloomberg News,http://fm1077.serv00.net/Smart.php?id=bloomberg_twn
Bloomberg News,http://fm1077.serv00.net/Smart.php?id=bloomberg_twn
Bloomberg News,http://fm1077.serv00.net/Smart.php?id=bloomberg_twn
Fox News,http://test.zapi.us.kg/?id=fox-news
Fox News,http://fm1077.serv00.net/Smart.php?id=foxnews_twn
Fox News,http://fm1077.serv00.net/Smart.php?id=foxnews_twn
阿里郎,http://litv.zapi.us.kg/?id=4gtv-4gtv079
阿里郎,https://litv.zapi.us.kg/?id=4gtv-4gtv079
阿里郎,http://fm1077.serv00.net/Smart.php?id=arirang_twn
阿里郎,https://litv.zapi.us.kg/?id=4gtv-4gtv079
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,http://fm1077.serv00.net/Smart.php?id=momo1_twn
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,p3p://108.181.20.159:40159/61ded38e000d52023d43f93e0ee00012
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts$订阅源
CN卡通,http://test.zapi.us.kg/?id=cn-cartoon
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,p3p://108.181.20.159:40159/61ded38e000d52023d43f93e0ee00012
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,http://fm1077.serv00.net/Smart.php?id=momo1_twn
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,p3p://108.181.20.159:40159/61ded38e000d52023d43f93e0ee00012
AXN,P2p://generationnexxxt.com:19806/1e1fb5802779465a9948e3a873933a3d
AXN,http://211.72.65.236:8582/.m3u
AXN,http://aktv.top/AKTV/live/aktv2/axn/AKTV.m3u8
AXN,mitv://generationnexxxt.com:19806/1e1fb5802779465a9948e3a873933a3d
AXN,mitv://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
AXN,mitv://generationnexxxt.com:19806/a61594ab252e4daea32355a520d2bca4
AXN,http://fm1077.serv00.net/Smart.php?id=axn_twn
AXN,http://fm1077.serv00.net/Smart.php?id=axn_twn
CINEMAX,P2p://generationnexxxt.com:19806/62e7d5ee3a9949b59ec779f14d81a5f1
CINEMAX,http://198.16.100.90:8278/cinemax_twn/playlist.m3u8?tid=MF6F1142326311423263&ct=19254&tsum=716939f2b6d75d0bb83a4c780e00dbd3
CINEMAX,http://211.72.65.236:8559/.m3u8,http://211.72.65.236:8502/.m3u8
CINEMAX,mitv://generationnexxxt.com:19806/55dad4c7223b40708a6f4115d3cc7cf9
CINEMAX,mitv://generationnexxxt.com:19806/62e7d5ee3a9949b59ec779f14d81a5f1
CINEMAX,mitv://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
CINEMAX,http://fm1077.serv00.net/Smart.php?id=cinemax_twn
CINEMAX,http://fm1077.serv00.net/Smart.php?id=cinemax_twn
EYE戲劇,http://fm1077.serv00.net/Smart.php?id=eyetvxiju_twn
EYE旅遊,http://fm1077.serv00.net/Smart.php?id=eyetvtravel_twn
HBO,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8503/.m3u8
HBO,P2p://generationnexxxt.com:19806/b79befcb39624435a90a4baa01621a22
HBO,http://211.72.65.236:8580/.m3u8
HBO,http://50.7.238.114:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO,http://dns.clientetv.net:8080/sourceuxusaX2/bRsCaNup9Cb3/10848
HBO,http://test.zapi.us.kg/?id=hbo-hd
HBO,mitv://generationnexxxt.com:19806/37f11d742fee447ab15f07db28095bd6
HBO,mitv://generationnexxxt.com:19806/8cfe0b79b15646bdb56b5cfac4de3d6e
HBO,mitv://generationnexxxt.com:19806/b79befcb39624435a90a4baa01621a22
HBO,p3p://167.114.175.6:55331/66d22f6b0001f87c739b69c977f063dd
HBO,http://fm1077.serv00.net/Smart.php?id=hbohd_twn
HBO,p3p://167.114.175.6:55331/66d22f6b0001f87c739b69c977f063dd
HBO Family,http://170.254.18.106/HBO_FAMILY/index.m3u8
HBO Family,mitv://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
HBO Family,mitv://generationnexxxt.com:19806/baf0edab22a1427b803dc74668c87201
HBO Family,http://fm1077.serv00.net/Smart.php?id=fyi_twn
HBO Family,http://fm1077.serv00.net/Smart.php?id=Hbofamily
好萊塢電影台,http://fm1077.serv00.net/Smart.php?id=hollywoodmovies_twn
MTV Live,http://test.zapi.us.kg/?id=mtv
MTV Live,http://fm1077.serv00.net/Smart.php?id=mtvhd_twn
MTV Live,http://fm1077.serv00.net/Smart.php?id=mtvhd_twn
MTV Live,http://fm1077.serv00.net/Smart.php?id=mtvhd_twn
TechStorm,mitv://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
TraceSports,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv077
TraceSports,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv077
影迷數位電影台,https://litv.zapi.us.kg/?id=4gtv-4gtv011
CatchPlay 電影台,https://litv.zapi.us.kg/?id=4gtv-4gtv076
CinemaWorld,P2p://generationnexxxt.com:19806/3e0e0a6237fc4ed3bcd400ce2c3dc201
CinemaWorld,mitv://generationnexxxt.com:19806/3e0e0a6237fc4ed3bcd400ce2c3dc201
CinemaWorld,mitv://generationnexxxt.com:19806/e262f40881b2461f9a270b4d9d0b54c3
Rock Entertainment,http://fm1077.serv00.net/Smart.php?id=Rockentertain
Rock Entertainment,http://fm1077.serv00.net/Smart.php?id=Rockentertain
Rock Entertainment,http://fm1077.serv00.net/Smart.php?id=Rockentertain
Nickelodeon,http://143.244.60.30/NICKELODEON/index.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Nickelodeon,http://fm1077.serv00.net/Smart.php?id=Nickelodeon
Nickelodeon,http://fm1077.serv00.net/Smart.php?id=Nickelodeon
Nickelodeon,http://fm1077.serv00.net/Smart.php?id=Nickelodeon
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
Mezzo Live,mitv://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
Mezzo Live,mitv://generationnexxxt.com:19806/80375e2d54ef488f830a5e10b31fe47c
Love Nature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Love Nature,mitv://generationnexxxt.com:19806/1138e7f99188489d80fe4b12516581a4
Love Nature,mitv://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
視納華仁紀實頻道,http://litv.zapi.us.kg/?id=4gtv-4gtv013

新加坡,#genre#
Channel 5,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
Channel 5,http://test.zapi.us.kg/?id=channel-5
Channel 5,http://fm1077.serv00.net/Smart.php?id=Channel5HD
Channel 5,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
Channel 5(備用),http://fm1077.serv00.net/Smart.php?id=Ch5_mega
Channel 8,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
Channel 8,http://test.zapi.us.kg/?id=channel8
Channel 8,http://fm1077.serv00.net/Smart.php?id=Channel8HD
Channel 8,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
Channel 8(備用),http://fm1077.serv00.net/Smart.php?id=Ch8_mega
Suria,P2p://generationnexxxt.com:19806/9ea5cf9604c545c88d5a634f5450204b
Suria,http://fm1077.serv00.net/Smart.php?id=Suria
Suria(備用),http://fm1077.serv00.net/Smart.php?id=Suria_backup
Channel U,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
Channel U,http://test.zapi.us.kg/?id=channel-u
Channel U,http://fm1077.serv00.net/Smart.php?id=ChannelU
Channel U,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
Channel U(備用),http://fm1077.serv00.net/Smart.php?id=ChU_mega
CNA,p3p://108.181.32.169:28025/6426077a00093ea7ede6b8b64d6d4c6e
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CNA,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA,P2p://generationnexxxt.com:19806/52b67f21b37b4764a87c33dd46844fdb
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNA,p3p://108.181.32.169:45270/6426077a00093ea7ede6b8b64d6d4c6e
CNA,http://fm1077.serv00.net/Smart.php?id=cna
CNA,http://fm1077.serv00.net/Smart.php?id=cna
CNA,http://fm1077.serv00.net/Smart.php?id=cna
CNA(備用),http://fm1077.serv00.net/Smart.php?id=cna_twn

香港,#genre#
J2(備用),http://fm1077.serv00.net/Smart.php?id=j2_hkdavid
J2,http://r.jdshipin.com/Nr5jq$LR•IPV4『线路1』
J2,http://r.jdshipin.com/ndGgS$LR•IPV4『线路2』
J2,http://fm1077.serv00.net/Smart.php?id=j2_twn$LR•IPV4『线路3』
J2,http://iptv12k.com:35461/live/test167/12345/1006.m3u8$LR•IPV4『线路4』
